Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Switzerland,Super League,2022/2023,14/05/2023,15:30,St. Gallen,Basel,6,1,H,1.65,4.53,4.8,1.8,4.6,5,1.63,4.3,4.57,,,
Switzerland,Super League,2022/2023,20/05/2023,17:00,Winterthur,Servette,0,1,A,5.16,4.11,1.67,5.6,4.2,1.73,4.95,3.91,1.64,,,
Switzerland,Super League,2022/2023,20/05/2023,19:30,Luzern,St. Gallen,1,1,D,2.37,3.93,2.8,2.47,4,2.82,2.32,3.82,2.68,,,
Switzerland,Super League,2022/2023,21/05/2023,13:15,Sion,Young Boys,0,2,A,5.1,4.72,1.59,5.3,4.8,1.6,5,4.44,1.56,,,
Switzerland,Super League,2022/2023,21/05/2023,15:30,Basel,Lugano,1,1,D,3.12,3.71,2.25,3.13,3.74,2.4,2.97,3.54,2.24,,,
Switzerland,Super League,2022/2023,21/05/2023,15:30,Zurich,Grasshoppers,2,1,H,1.98,3.71,3.85,2.06,3.75,3.87,1.97,3.57,3.59,,,
Switzerland,Super League,2022/2023,25/05/2023,19:30,Grasshoppers,St. Gallen,2,2,D,3.61,4.38,1.88,3.61,4.43,2,3.39,4.17,1.88,,,
Switzerland,Super League,2022/2023,25/05/2023,19:30,Lugano,Young Boys,2,0,H,2.69,3.85,2.49,2.71,4,2.51,2.63,3.71,2.41,,,
Switzerland,Super League,2022/2023,25/05/2023,19:30,Servette,Basel,3,3,D,1.76,4.25,4.32,1.79,4.33,4.45,1.73,3.99,4.19,,,
Switzerland,Super League,2022/2023,25/05/2023,19:30,Sion,Luzern,1,2,A,3.51,4.01,2,3.51,4.01,2.27,3.12,3.76,2.09,,,
Switzerland,Super League,2022/2023,25/05/2023,19:30,Winterthur,Zurich,0,2,A,3.23,3.5,2.28,3.23,3.5,2.4,3.02,3.36,2.28,,,
Switzerland,Super League,2022/2023,29/05/2023,15:30,Basel,Grasshoppers,3,1,H,1.7,4.57,4.37,1.72,4.7,4.8,1.64,4.34,4.42,,,
Switzerland,Super League,2022/2023,29/05/2023,15:30,Luzern,Servette,0,1,A,3.16,4.23,2.08,3.55,4.23,2.14,3.26,3.94,1.98,,,
Switzerland,Super League,2022/2023,29/05/2023,15:30,St. Gallen,Sion,4,0,H,1.49,5.16,6.14,1.53,5.3,6.14,1.44,4.99,5.73,,,
Switzerland,Super League,2022/2023,29/05/2023,15:30,Young Boys,Winterthur,2,1,H,1.28,6.79,8.55,1.3,6.8,10,1.27,6.27,8.46,,,
Switzerland,Super League,2022/2023,29/05/2023,15:30,Zurich,Lugano,2,3,A,2.39,3.6,2.97,2.72,3.65,2.97,2.36,3.48,2.81,,,
Switzerland,Super League,2022/2023,3/6/2023,17:00,Sion,Lausanne Ouchy,0,2,A,2.23,3.98,2.99,2.26,3.98,3.13,2.18,3.66,2.97,,,
Switzerland,Super League,2022/2023,6/6/2023,19:30,Lausanne Ouchy,Sion,4,2,H,1.93,4.17,3.63,1.94,4.2,4,1.86,3.95,3.61,,,
Switzerland,Super League,2023/2024,22/07/2023,17:00,Grasshoppers,Servette,1,3,A,3.64,3.81,2.01,3.64,3.81,2.1,3.41,3.64,2.01,,,
Switzerland,Super League,2023/2024,22/07/2023,17:00,St. Gallen,Basel,2,1,H,1.81,4.05,4.26,2,4.12,4.26,1.83,3.89,3.84,,,
Switzerland,Super League,2023/2024,22/07/2023,19:30,Winterthur,Luzern,0,0,D,4.04,3.67,1.94,4.04,3.76,2.1,3.73,3.56,1.94,,,
Switzerland,Super League,2023/2024,23/07/2023,15:30,Young Boys,Lausanne,2,1,H,1.4,5.32,7.2,1.41,6.13,9.33,1.36,5.2,7.37,,,
Switzerland,Super League,2023/2024,23/07/2023,15:30,Zurich,Yverdon,2,0,H,1.48,4.62,6.95,1.55,4.62,7,1.46,4.44,6.42,,,
Switzerland,Super League,2023/2024,26/07/2023,19:30,Lausanne Ouchy,Lugano,0,3,A,3.89,3.88,1.92,3.95,3.94,1.96,3.7,3.75,1.9,,,
Switzerland,Super League,2023/2024,29/07/2023,17:00,Lausanne,Grasshoppers,1,1,D,1.73,4.2,4.56,1.87,4.25,5.25,1.69,3.97,4.47,,,
Switzerland,Super League,2023/2024,29/07/2023,17:00,Lugano,St. Gallen,1,0,H,2.42,3.88,2.76,2.42,3.93,3.02,2.3,3.68,2.77,,,
Switzerland,Super League,2023/2024,29/07/2023,19:30,Servette,Zurich,2,2,D,2.13,3.72,3.39,2.15,3.9,3.51,2.07,3.61,3.25,,,
Switzerland,Super League,2023/2024,30/07/2023,13:15,Luzern,Lausanne Ouchy,2,1,H,1.56,4.41,5.88,1.58,4.6,6.2,1.52,4.36,5.47,,,
Switzerland,Super League,2023/2024,30/07/2023,15:30,Basel,Winterthur,5,2,H,2.13,3.67,3.42,2.21,3.9,3.99,2.08,3.58,3.32,,,
Switzerland,Super League,2023/2024,30/07/2023,15:30,Yverdon,Young Boys,2,2,D,8.53,5.7,1.34,9,5.8,1.37,8.02,5.45,1.32,,,
Switzerland,Super League,2023/2024,5/8/2023,17:00,Lausanne Ouchy,Servette,1,1,D,3.42,3.75,2.1,3.66,3.88,2.14,3.25,3.66,2.05,,,
Switzerland,Super League,2023/2024,5/8/2023,17:00,Young Boys,Winterthur,5,2,H,1.39,5.57,7.23,1.43,6,9,1.38,5.13,6.87,,,
Switzerland,Super League,2023/2024,5/8/2023,19:30,Zurich,Lugano,3,0,H,2.42,3.5,3,2.42,3.62,3.14,2.26,3.49,2.95,,,
Switzerland,Super League,2023/2024,6/8/2023,13:15,Lausanne,Yverdon,1,2,A,1.58,4.38,5.67,1.59,4.6,5.67,1.55,4.34,5.19,,,
Switzerland,Super League,2023/2024,6/8/2023,15:30,Grasshoppers,Basel,3,1,H,2.92,3.66,2.39,3.05,3.8,2.55,2.73,3.47,2.42,,,
Switzerland,Super League,2023/2024,6/8/2023,15:30,St. Gallen,Luzern,2,1,H,1.73,4.2,4.53,1.76,4.33,4.6,1.71,4.09,4.17,,,
Switzerland,Super League,2023/2024,12/8/2023,17:00,Lausanne Ouchy,Zurich,0,3,A,3.72,3.91,1.96,3.95,4,1.97,3.7,3.73,1.88,,,
Switzerland,Super League,2023/2024,12/8/2023,17:00,Winterthur,Grasshoppers,3,1,H,2.25,3.69,3.14,2.34,3.69,3.3,2.23,3.49,2.98,,,
Switzerland,Super League,2023/2024,12/8/2023,19:30,Servette,St. Gallen,1,1,D,2.91,4.02,2.26,3,4.02,2.35,2.83,3.69,2.25,,,
Switzerland,Super League,2023/2024,13/08/2023,13:15,Basel,Lausanne,1,2,A,2.32,3.87,2.91,2.4,3.88,3.22,2.2,3.66,2.93,,,
Switzerland,Super League,2023/2024,13/08/2023,15:30,Lugano,Yverdon,6,1,H,1.43,5.15,6.98,1.44,5.3,7.5,1.41,4.82,6.66,,,
Switzerland,Super League,2023/2024,13/08/2023,15:30,Luzern,Young Boys,1,1,D,2.93,3.67,2.38,3.2,3.77,2.45,2.93,3.52,2.25,,,
Switzerland,Super League,2023/2024,26/08/2023,17:00,Yverdon,Servette,4,1,H,4.9,4.46,1.64,5.26,4.6,1.8,4.73,4.24,1.62,,,
Switzerland,Super League,2023/2024,26/08/2023,17:00,Zurich,St. Gallen,1,1,D,2.32,3.62,3.07,2.5,3.84,3.34,2.28,3.57,2.88,,,
Switzerland,Super League,2023/2024,27/08/2023,15:30,Grasshoppers,Luzern,0,1,A,3.76,3.97,1.93,4,4,2,3.65,3.81,1.89,,,
Switzerland,Super League,2023/2024,27/08/2023,15:30,Lausanne,Winterthur,2,5,A,1.79,4,4.4,1.79,4.2,4.5,1.72,4,4.24,,,
Switzerland,Super League,2023/2024,2/9/2023,17:00,Lausanne Ouchy,Grasshoppers,2,1,H,2.22,3.79,3.14,2.27,3.81,3.14,2.2,3.64,2.96,,,
Switzerland,Super League,2023/2024,2/9/2023,17:00,St. Gallen,Lausanne,2,1,H,1.67,4.3,4.9,1.7,4.5,4.9,1.65,4.12,4.59,,,
Switzerland,Super League,2023/2024,2/9/2023,19:30,Winterthur,Yverdon,1,1,D,1.86,3.84,4.19,1.9,4.05,4.33,1.82,3.79,3.98,,,
Switzerland,Super League,2023/2024,3/9/2023,13:15,Servette,Young Boys,0,1,A,3.09,3.86,2.21,3.22,3.86,2.3,3,3.6,2.19,,,
Switzerland,Super League,2023/2024,3/9/2023,15:30,Basel,Zurich,2,2,D,2.69,3.5,2.52,2.74,3.67,2.63,2.63,3.48,2.5,,,
Switzerland,Super League,2023/2024,3/9/2023,15:30,Luzern,Lugano,3,2,H,1.99,3.76,3.75,2.1,3.9,3.8,1.94,3.71,3.55,,,
Switzerland,Super League,2023/2024,23/09/2023,17:00,Lausanne,Zurich,0,0,D,2.66,3.7,2.58,2.75,3.71,2.7,2.58,3.49,2.56,,,
Switzerland,Super League,2023/2024,23/09/2023,17:00,Winterthur,Lausanne Ouchy,2,1,H,2.01,3.79,3.65,2.06,3.85,3.73,1.97,3.7,3.44,,,
Switzerland,Super League,2023/2024,23/09/2023,19:30,Grasshoppers,St. Gallen,1,1,D,4.57,4.34,1.7,4.8,4.4,1.74,4.36,4.14,1.68,,,
Switzerland,Super League,2023/2024,24/09/2023,13:15,Yverdon,Basel,3,2,H,3.42,3.99,2.04,3.65,4,2.1,3.33,3.79,2,,,
Switzerland,Super League,2023/2024,24/09/2023,15:30,Luzern,Servette,2,0,H,2.16,3.76,3.29,2.22,3.8,3.29,2.15,3.66,3.05,,,
Switzerland,Super League,2023/2024,24/09/2023,15:30,Young Boys,Lugano,4,1,H,1.67,4.45,4.68,1.68,4.6,4.95,1.63,4.28,4.57,,,
Switzerland,Super League,2023/2024,26/09/2023,19:30,Zurich,Grasshoppers,2,1,H,1.58,4.28,5.83,1.62,4.3,6,1.58,4.12,5.31,,,
Switzerland,Super League,2023/2024,27/09/2023,19:30,Lugano,Lausanne,2,1,H,2.2,3.84,3.13,2.25,3.9,3.3,2.15,3.65,3.08,,,
Switzerland,Super League,2023/2024,27/09/2023,19:30,Servette,Winterthur,2,2,D,1.56,4.44,5.75,1.82,4.5,5.8,1.6,4.2,4.95,,,
Switzerland,Super League,2023/2024,27/09/2023,19:30,St. Gallen,Young Boys,2,1,H,2.38,3.68,2.93,2.54,3.79,2.95,2.37,3.61,2.74,,,
Switzerland,Super League,2023/2024,28/09/2023,19:30,Basel,Luzern,1,1,D,2.57,3.82,2.62,2.6,3.82,2.7,2.49,3.64,2.56,,,
Switzerland,Super League,2023/2024,28/09/2023,19:30,Lausanne Ouchy,Yverdon,1,1,D,2.23,3.76,3.13,2.25,3.95,3.13,2.16,3.69,3.02,,,
Switzerland,Super League,2023/2024,30/09/2023,17:00,Servette,Lausanne,2,1,H,1.88,3.95,3.97,1.95,3.96,4,1.88,3.73,3.79,,,
Switzerland,Super League,2023/2024,30/09/2023,17:00,Winterthur,Lugano,2,3,A,2.58,3.68,2.68,3.02,3.75,2.7,2.61,3.56,2.5,,,
Switzerland,Super League,2023/2024,30/09/2023,19:30,Grasshoppers,Young Boys,0,1,A,4.3,4.28,1.75,4.59,4.33,1.76,4.26,4.11,1.71,,,
Switzerland,Super League,2023/2024,1/10/2023,13:15,Yverdon,St. Gallen,1,0,H,4.98,4.47,1.63,5.2,4.5,1.67,4.74,4.26,1.61,,,
Switzerland,Super League,2023/2024,1/10/2023,15:30,Basel,Lausanne Ouchy,0,3,A,1.78,4.12,4.3,1.84,4.2,4.5,1.76,3.93,4.12,,,
Switzerland,Super League,2023/2024,1/10/2023,15:30,Luzern,Zurich,1,4,A,2.42,3.61,2.92,2.44,3.66,2.93,2.33,3.55,2.83,,,
Switzerland,Super League,2023/2024,7/10/2023,17:00,Yverdon,Grasshoppers,0,3,A,2.61,3.53,2.73,2.61,3.63,3,2.43,3.51,2.71,,,
Switzerland,Super League,2023/2024,7/10/2023,17:00,Zurich,Winterthur,3,2,H,1.63,4.38,5.17,1.65,4.51,5.25,1.59,4.25,4.96,,,
Switzerland,Super League,2023/2024,7/10/2023,19:30,St. Gallen,Lausanne Ouchy,4,0,H,1.56,4.66,5.5,1.57,4.9,6,1.5,4.59,5.51,,,
Switzerland,Super League,2023/2024,8/10/2023,13:15,Lugano,Servette,0,1,A,2.37,3.73,2.91,2.4,3.73,3,2.31,3.58,2.82,,,
Switzerland,Super League,2023/2024,8/10/2023,15:30,Lausanne,Luzern,3,1,H,2.67,3.54,2.66,2.67,3.64,2.73,2.51,3.5,2.61,,,
Switzerland,Super League,2023/2024,8/10/2023,15:30,Young Boys,Basel,3,0,H,1.51,4.89,5.82,1.53,5.1,6,1.48,4.73,5.58,,,
Switzerland,Super League,2023/2024,21/10/2023,17:00,Lausanne Ouchy,Lausanne,2,2,D,2.88,3.48,2.51,3.03,3.75,2.51,2.8,3.52,2.36,,,
Switzerland,Super League,2023/2024,21/10/2023,17:00,Young Boys,Zurich,0,0,D,2.03,3.7,3.69,2.04,3.89,4.09,1.95,3.68,3.56,,,
Switzerland,Super League,2023/2024,21/10/2023,19:30,Basel,Servette,0,1,A,3.14,3.69,2.25,3.2,3.69,2.29,3.03,3.5,2.22,,,
Switzerland,Super League,2023/2024,22/10/2023,13:15,Winterthur,St. Gallen,2,1,H,3.21,3.95,2.13,3.5,3.95,2.16,3.14,3.73,2.09,,,
Switzerland,Super League,2023/2024,22/10/2023,15:30,Grasshoppers,Lugano,2,1,H,2.71,3.7,2.54,2.71,4,2.58,2.6,3.67,2.45,,,
Switzerland,Super League,2023/2024,22/10/2023,15:30,Luzern,Yverdon,2,1,H,1.68,4.33,4.77,1.68,4.55,5.5,1.62,4.25,4.69,,,
Switzerland,Super League,2023/2024,28/10/2023,17:00,St. Gallen,Grasshoppers,3,1,H,1.62,4.56,5.02,1.65,4.6,5.09,1.59,4.37,4.73,,,
Switzerland,Super League,2023/2024,28/10/2023,17:00,Yverdon,Winterthur,1,1,D,2.47,3.73,2.78,2.78,3.76,2.78,2.53,3.57,2.55,,,
Switzerland,Super League,2023/2024,28/10/2023,19:30,Zurich,Lausanne Ouchy,1,1,D,1.51,4.53,6.41,1.53,4.8,6.41,1.49,4.4,5.91,,,
Switzerland,Super League,2023/2024,29/10/2023,13:15,Lausanne,Basel,3,0,H,2.09,3.78,3.44,2.15,3.84,3.5,2.03,3.67,3.32,,,
Switzerland,Super League,2023/2024,29/10/2023,15:30,Lugano,Young Boys,1,1,D,2.73,3.66,2.53,2.88,3.69,2.55,2.72,3.52,2.41,,,
Switzerland,Super League,2023/2024,29/10/2023,15:30,Servette,Luzern,4,2,H,1.93,3.87,3.9,2,3.98,3.9,1.89,3.78,3.66,,,
Switzerland,Super League,2023/2024,4/11/2023,17:00,Lausanne,Lugano,3,1,H,2.34,3.67,3,2.43,3.67,3,2.33,3.49,2.85,,,
Switzerland,Super League,2023/2024,4/11/2023,17:00,Winterthur,Young Boys,1,4,A,3.47,3.89,2.04,3.6,3.91,2.11,3.42,3.73,1.99,,,
Switzerland,Super League,2023/2024,4/11/2023,19:30,Zurich,Servette,0,2,A,2.58,3.46,2.81,2.58,3.5,2.88,2.48,3.37,2.74,,,
Switzerland,Super League,2023/2024,5/11/2023,13:15,Luzern,Grasshoppers,2,0,H,1.91,3.96,3.87,1.93,3.96,3.9,1.89,3.79,3.67,,,
Switzerland,Super League,2023/2024,5/11/2023,15:30,Basel,Yverdon,2,1,H,1.83,4.06,4.11,1.84,4.06,4.4,1.79,3.85,4.07,,,
Switzerland,Super League,2023/2024,5/11/2023,15:30,Lausanne Ouchy,St. Gallen,2,5,A,4.03,4.08,1.85,4.2,4.2,1.95,3.8,3.95,1.82,,,
Switzerland,Super League,2023/2024,11/11/2023,17:00,St. Gallen,Winterthur,4,2,H,1.53,4.93,5.57,1.53,5,5.8,1.5,4.69,5.33,,,
Switzerland,Super League,2023/2024,11/11/2023,17:00,Yverdon,Lausanne,2,2,D,3.74,3.87,1.96,3.85,3.87,2.1,3.54,3.65,1.96,,,
Switzerland,Super League,2023/2024,11/11/2023,19:30,Young Boys,Luzern,6,1,H,1.86,4.08,3.94,1.9,4.2,4.16,1.81,4,3.77,,,
Switzerland,Super League,2023/2024,12/11/2023,13:15,Grasshoppers,Lausanne Ouchy,5,2,H,2.23,3.8,3.1,2.24,3.87,3.39,2.13,3.67,3.1,,,
Switzerland,Super League,2023/2024,12/11/2023,15:30,Lugano,Zurich,0,3,A,2.93,3.26,2.59,2.94,3.44,2.59,2.81,3.28,2.46,,,
Switzerland,Super League,2023/2024,12/11/2023,15:30,Servette,Basel,4,1,H,1.62,4.37,5.27,1.65,4.4,5.3,1.61,4.14,4.89,,,
Switzerland,Super League,2023/2024,25/11/2023,17:00,Luzern,Winterthur,3,1,H,1.87,4.34,3.56,1.9,4.4,3.85,1.83,4.08,3.62,,,
Switzerland,Super League,2023/2024,25/11/2023,17:00,Zurich,Young Boys,3,1,H,2.5,3.42,2.93,2.5,3.55,2.94,2.42,3.43,2.76,,,
Switzerland,Super League,2023/2024,25/11/2023,19:30,Yverdon,Lugano,0,5,A,3.75,3.75,1.99,3.75,3.83,2.19,3.49,3.62,1.98,,,
Switzerland,Super League,2023/2024,26/11/2023,13:15,Lausanne,Lausanne Ouchy,1,0,H,1.8,3.99,4.36,1.86,4.01,4.48,1.78,3.82,4.17,,,
Switzerland,Super League,2023/2024,26/11/2023,15:30,Basel,St. Gallen,2,0,H,3.19,3.85,2.17,3.34,3.9,2.21,3.08,3.74,2.11,,,
Switzerland,Super League,2023/2024,26/11/2023,15:30,Servette,Grasshoppers,2,0,H,1.56,4.35,5.57,1.6,4.5,5.8,1.55,4.26,5.34,,,
Switzerland,Super League,2023/2024,2/12/2023,17:00,Grasshoppers,Lausanne,5,0,H,2.98,3.67,2.35,3.06,3.7,2.5,2.87,3.56,2.3,,,
Switzerland,Super League,2023/2024,2/12/2023,17:00,Lausanne Ouchy,Basel,1,1,D,2.66,3.55,2.66,2.75,3.56,2.66,2.62,3.42,2.54,,,
Switzerland,Super League,2023/2024,3/12/2023,15:30,Lugano,Luzern,1,0,H,2.23,3.71,3.18,2.28,3.75,3.25,2.19,3.61,2.99,,,
Switzerland,Super League,2023/2024,3/12/2023,15:30,Young Boys,Servette,1,1,D,2.16,3.98,3.13,2.36,4,3.25,2.14,3.77,2.99,,,
Switzerland,Super League,2023/2024,6/12/2023,17:30,St. Gallen,Yverdon,4,0,H,1.24,6.47,11.82,1.33,6.5,13,1.25,5.87,10.42,,,
Switzerland,Super League,2023/2024,6/12/2023,19:30,Lugano,Basel,1,3,A,1.88,3.8,4.15,1.93,3.86,4.2,1.87,3.68,3.87,,,
Switzerland,Super League,2023/2024,6/12/2023,19:30,Young Boys,Lausanne Ouchy,1,0,H,1.49,4.81,6.29,1.52,5.15,6.64,1.46,4.69,5.97,,,
Switzerland,Super League,2023/2024,9/12/2023,17:00,Basel,Grasshoppers,0,1,A,1.85,3.95,4.14,2.06,3.96,4.25,1.84,3.74,3.91,,,
Switzerland,Super League,2023/2024,9/12/2023,17:00,Young Boys,St. Gallen,3,0,H,2.38,4.01,2.75,2.43,4.01,3.03,2.29,3.86,2.71,,,
Switzerland,Super League,2023/2024,9/12/2023,19:30,Lausanne,Servette,1,1,D,3.01,3.67,2.34,3.04,3.68,2.35,2.91,3.54,2.27,,,
Switzerland,Super League,2023/2024,10/12/2023,13:15,Lugano,Winterthur,2,1,H,1.74,4.29,4.39,1.91,4.3,4.5,1.72,4.06,4.18,,,
Switzerland,Super League,2023/2024,10/12/2023,15:30,Yverdon,Lausanne Ouchy,2,1,H,3.04,3.49,2.39,3.15,3.53,2.62,2.98,3.4,2.29,,,
Switzerland,Super League,2023/2024,10/12/2023,15:30,Zurich,Luzern,1,1,D,1.78,3.81,4.78,1.87,3.94,4.78,1.75,3.74,4.41,,,
Switzerland,Super League,2023/2024,13/12/2023,19:30,Winterthur,Zurich,2,1,H,4.17,3.73,1.89,4.2,3.84,1.91,3.91,3.67,1.86,,,
Switzerland,Super League,2023/2024,16/12/2023,17:00,Lausanne Ouchy,Young Boys,1,3,A,3.86,3.76,1.96,4.61,4.13,1.97,3.72,3.75,1.89,,,
Switzerland,Super League,2023/2024,16/12/2023,17:00,St. Gallen,Zurich,1,0,H,2.02,3.9,3.54,2.25,3.92,3.75,2.02,3.68,3.35,,,
Switzerland,Super League,2023/2024,16/12/2023,19:30,Grasshoppers,Yverdon,1,1,D,1.87,3.85,4.14,1.89,3.93,4.35,1.83,3.75,3.94,,,
Switzerland,Super League,2023/2024,17/12/2023,13:15,Winterthur,Lausanne,1,0,H,2.65,3.55,2.67,2.65,3.61,2.71,2.54,3.43,2.61,,,
Switzerland,Super League,2023/2024,17/12/2023,15:30,Luzern,Basel,0,1,A,1.7,4.15,4.81,1.75,4.15,5.25,1.69,3.93,4.49,,,
Switzerland,Super League,2023/2024,17/12/2023,15:30,Servette,Lugano,2,2,D,1.78,4.03,4.42,1.88,4.1,4.45,1.77,3.82,4.15,,,
Switzerland,Super League,2023/2024,20/01/2024,17:00,Young Boys,Grasshoppers,1,0,H,1.49,4.94,6.12,1.52,5,6.5,1.46,4.66,5.74,,,
Switzerland,Super League,2023/2024,20/01/2024,19:30,Lausanne,St. Gallen,0,1,A,2.76,3.67,2.51,2.79,3.76,2.51,2.66,3.54,2.44,,,
Switzerland,Super League,2023/2024,21/01/2024,15:30,Lugano,Lausanne Ouchy,2,3,A,1.68,4.04,5.1,1.71,4.05,5.25,1.65,3.91,4.81,,,
Switzerland,Super League,2023/2024,21/01/2024,15:30,Zurich,Basel,0,0,D,1.76,3.84,4.84,1.77,4.2,4.85,1.72,3.8,4.44,,,
Switzerland,Super League,2023/2024,23/01/2024,18:00,Winterthur,Servette,3,3,D,3.25,3.7,2.19,3.42,3.78,2.21,3.14,3.58,2.11,,,
Switzerland,Super League,2023/2024,23/01/2024,18:00,Yverdon,Luzern,2,1,H,3.4,3.64,2.15,3.4,3.82,2.21,3.09,3.64,2.12,,,
Switzerland,Super League,2023/2024,27/01/2024,17:00,Lausanne Ouchy,Winterthur,1,3,A,2.7,3.51,2.65,2.78,3.6,2.7,2.62,3.42,2.54,,,
Switzerland,Super League,2023/2024,27/01/2024,17:00,Servette,Yverdon,1,0,H,1.49,4.56,6.82,1.49,4.8,7.5,1.44,4.47,6.55,,,
Switzerland,Super League,2023/2024,27/01/2024,19:30,Basel,Young Boys,1,0,H,3.07,3.42,2.41,3.07,3.61,2.55,2.83,3.38,2.39,,,
Switzerland,Super League,2023/2024,28/01/2024,13:15,St. Gallen,Lugano,1,4,A,1.76,4.21,4.33,1.8,4.3,4.53,1.73,4.03,4.12,,,
Switzerland,Super League,2023/2024,28/01/2024,15:30,Grasshoppers,Zurich,2,1,H,4.06,3.67,1.93,4.09,3.8,2.01,3.71,3.56,1.93,,,
Switzerland,Super League,2023/2024,28/01/2024,15:30,Luzern,Lausanne,2,1,H,2.07,3.67,3.59,2.21,3.75,3.59,2.05,3.58,3.35,,,
Switzerland,Super League,2023/2024,30/01/2024,19:30,Winterthur,Basel,1,3,A,2.26,3.56,3.22,2.33,3.68,3.22,2.23,3.49,2.99,,,
Switzerland,Super League,2023/2024,30/01/2024,19:30,Young Boys,Yverdon,5,1,H,1.32,5.65,9.72,1.4,5.8,9.72,1.35,5.18,7.48,,,
Switzerland,Super League,2023/2024,31/01/2024,19:30,Lugano,Grasshoppers,0,0,D,1.85,3.87,4.2,1.87,4,4.25,1.82,3.75,3.95,,,
Switzerland,Super League,2023/2024,31/01/2024,19:30,St. Gallen,Servette,0,2,A,2.54,3.44,2.86,2.59,3.55,2.95,2.45,3.36,2.76,,,
Switzerland,Super League,2023/2024,31/01/2024,19:30,Zurich,Lausanne,2,2,D,1.91,3.4,4.6,1.99,3.8,4.6,1.85,3.47,4.2,,,
Switzerland,Super League,2023/2024,1/2/2024,19:30,Lausanne Ouchy,Luzern,0,3,A,3.6,3.77,2.03,3.75,4.04,2.08,3.41,3.64,2,,,
Switzerland,Super League,2023/2024,3/2/2024,17:00,Grasshoppers,Winterthur,0,1,A,2.47,3.59,2.86,2.5,3.8,2.94,2.37,3.54,2.73,,,
Switzerland,Super League,2023/2024,3/2/2024,17:00,Lausanne,Young Boys,0,1,A,2.94,3.64,2.39,2.96,3.75,2.4,2.8,3.55,2.31,,,
Switzerland,Super League,2023/2024,3/2/2024,19:30,Basel,Lugano,0,1,A,2.39,3.38,3.14,2.39,3.5,3.14,2.29,3.36,3,,,
Switzerland,Super League,2023/2024,4/2/2024,13:15,Yverdon,Zurich,3,0,H,4.74,3.81,1.78,4.74,4,1.9,4.26,3.75,1.76,,,
Switzerland,Super League,2023/2024,4/2/2024,15:30,Luzern,St. Gallen,1,0,H,2.72,3.84,2.47,2.74,3.87,2.74,2.55,3.66,2.48,,,
Switzerland,Super League,2023/2024,4/2/2024,15:30,Servette,Lausanne Ouchy,3,1,H,1.34,5.62,8.9,1.37,5.7,9.3,1.32,5.21,8.41,,,
Switzerland,Super League,2023/2024,10/2/2024,17:00,Lausanne Ouchy,Lausanne,1,1,D,4.57,3.75,1.82,4.57,3.77,1.94,4.11,3.61,1.82,,,
Switzerland,Super League,2023/2024,10/2/2024,17:00,Zurich,Grasshoppers,1,0,H,1.94,3.42,4.37,1.98,3.8,4.5,1.87,3.42,4.14,,,
Switzerland,Super League,2023/2024,10/2/2024,19:30,Lugano,Young Boys,3,3,D,2.96,3.43,2.47,2.96,3.65,2.47,2.77,3.48,2.37,,,
Switzerland,Super League,2023/2024,11/2/2024,13:15,Winterthur,Luzern,2,1,H,2.67,3.59,2.63,2.77,3.6,2.63,2.61,3.5,2.5,,,
Switzerland,Super League,2023/2024,11/2/2024,15:30,Basel,St. Gallen,1,0,H,2.34,3.58,3.06,2.42,3.64,3.06,2.31,3.46,2.87,,,
Switzerland,Super League,2023/2024,11/2/2024,15:30,Yverdon,Servette,2,1,H,4.18,3.72,1.9,5,4.15,1.9,4.1,3.64,1.82,,,
Switzerland,Super League,2023/2024,17/02/2024,17:00,Lausanne,Yverdon,3,1,H,1.78,4.07,4.42,1.88,4.07,4.59,1.77,3.78,4.18,,,
Switzerland,Super League,2023/2024,17/02/2024,17:00,St. Gallen,Winterthur,2,2,D,2.05,3.93,3.43,2.06,4.5,4.33,1.92,3.9,3.47,,,
Switzerland,Super League,2023/2024,17/02/2024,19:30,Grasshoppers,Basel,2,1,H,2.95,3.21,2.61,3,3.25,2.61,2.86,3.14,2.5,,,
Switzerland,Super League,2023/2024,18/02/2024,13:15,Young Boys,Lausanne Ouchy,1,0,H,1.33,5.72,9.16,1.36,5.8,9.2,1.31,5.44,8.16,,,
Switzerland,Super League,2023/2024,18/02/2024,15:30,Luzern,Zurich,0,1,A,2.52,3.42,2.91,2.52,3.6,2.91,2.41,3.37,2.79,,,
Switzerland,Super League,2023/2024,18/02/2024,15:30,Servette,Lugano,2,1,H,1.85,3.8,4.29,1.9,4,4.4,1.82,3.66,4.04,,,
Switzerland,Super League,2023/2024,24/02/2024,17:00,St. Gallen,Lausanne Ouchy,1,0,H,1.49,4.95,6.04,1.5,5.3,7.5,1.43,4.78,6.29,,,
Switzerland,Super League,2023/2024,24/02/2024,17:00,Yverdon,Basel,0,2,A,3.27,3.35,2.33,3.27,3.45,2.36,3.07,3.32,2.26,,,
Switzerland,Super League,2023/2024,24/02/2024,19:30,Grasshoppers,Luzern,0,1,A,3.75,3.52,2.07,3.75,3.6,2.2,3.35,3.39,2.1,,,
Switzerland,Super League,2023/2024,25/02/2024,13:15,Lugano,Zurich,2,0,H,2.28,3.4,3.32,2.6,3.45,3.32,2.31,3.28,3.05,,,
