Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Switzerland,Super League,2021/2022,1/8/2021,13:15,St. Gallen,Luzern,2,2,D,1.99,4.05,3.5,2.05,4.1,3.8,1.97,3.87,3.34,,,
Switzerland,Super League,2021/2022,1/8/2021,15:30,Basel,Sion,6,1,H,1.59,4.27,5.78,1.6,4.6,6,1.55,4.19,5.51,,,
Switzerland,Super League,2021/2022,1/8/2021,15:30,Servette,Lugano,0,2,A,1.99,3.4,4.19,2,3.6,4.2,1.94,3.39,3.9,,,
Switzerland,Super League,2021/2022,7/8/2021,17:00,Sion,Young Boys,1,0,H,6.86,4.69,1.47,7.5,4.95,1.53,6.34,4.56,1.45,,,
Switzerland,Super League,2021/2022,7/8/2021,19:30,Grasshoppers,Lausanne,3,1,H,2.02,3.6,3.82,2.04,3.68,3.86,1.96,3.53,3.65,,,
Switzerland,Super League,2021/2022,8/8/2021,13:15,Lugano,St. Gallen,2,1,H,2.32,3.39,3.25,2.4,3.5,3.26,2.29,3.28,3.07,,,
Switzerland,Super League,2021/2022,8/8/2021,15:30,Basel,Servette,5,1,H,1.81,4.17,3.92,1.89,4.2,4.36,1.8,3.98,3.81,,,
Switzerland,Super League,2021/2022,8/8/2021,15:30,Luzern,Zurich,1,3,A,2.11,3.93,3.28,2.16,3.93,3.36,2.09,3.72,3.14,,,
Switzerland,Super League,2021/2022,21/08/2021,17:00,Zurich,Grasshoppers,2,1,H,1.93,3.71,4.01,2,3.92,4.2,1.9,3.62,3.8,,,
Switzerland,Super League,2021/2022,21/08/2021,19:30,St. Gallen,Sion,1,1,D,1.53,4.99,5.48,1.6,5,5.8,1.51,4.67,5.26,,,
Switzerland,Super League,2021/2022,22/08/2021,13:15,Lausanne,Basel,2,2,D,4.28,4.43,1.74,4.65,4.43,1.82,4.16,4.1,1.72,,,
Switzerland,Super League,2021/2022,22/08/2021,15:30,Servette,Luzern,4,1,H,1.85,4.14,3.92,2.08,4.15,4.01,1.89,3.92,3.61,,,
Switzerland,Super League,2021/2022,28/08/2021,17:00,St. Gallen,Zurich,3,3,D,1.95,4.04,3.64,2,4.13,3.8,1.91,3.89,3.53,,,
Switzerland,Super League,2021/2022,28/08/2021,19:30,Sion,Lugano,3,2,H,2.85,3.38,2.59,2.85,3.56,2.59,2.76,3.3,2.51,,,
Switzerland,Super League,2021/2022,29/08/2021,13:15,Luzern,Lausanne,1,1,D,1.88,3.96,3.97,1.88,4.1,4.2,1.83,3.83,3.87,,,
Switzerland,Super League,2021/2022,29/08/2021,15:30,Basel,Young Boys,1,1,D,3.25,3.88,2.13,3.4,3.98,2.19,3.15,3.74,2.09,,,
Switzerland,Super League,2021/2022,29/08/2021,15:30,Grasshoppers,Servette,1,1,D,3.02,3.68,2.32,3.16,3.79,2.32,2.96,3.55,2.24,,,
Switzerland,Super League,2021/2022,11/9/2021,17:00,Luzern,Grasshoppers,1,1,D,1.94,3.8,3.88,2.08,4.1,4.6,1.82,3.78,3.99,,,
Switzerland,Super League,2021/2022,11/9/2021,19:30,Young Boys,Zurich,4,0,H,1.34,5.75,8.62,1.5,5.76,9.5,1.31,5.43,8.58,,,
Switzerland,Super League,2021/2022,12/9/2021,13:15,Servette,St. Gallen,5,1,H,1.9,3.97,3.87,2.17,4.1,4.33,1.88,3.84,3.67,,,
Switzerland,Super League,2021/2022,12/9/2021,15:30,Lausanne,Sion,1,1,D,2.1,3.66,3.5,2.11,3.98,3.51,2.05,3.57,3.36,,,
Switzerland,Super League,2021/2022,12/9/2021,15:30,Lugano,Basel,1,1,D,2.99,3.49,2.43,3.3,3.67,2.43,2.92,3.46,2.3,,,
Switzerland,Super League,2021/2022,21/09/2021,19:30,Zurich,Servette,2,2,D,2.45,3.59,2.89,2.46,3.9,3,2.28,3.61,2.86,,,
Switzerland,Super League,2021/2022,22/09/2021,17:00,Lausanne,Young Boys,1,6,A,7.13,5.2,1.42,8,5.3,1.42,7.07,4.92,1.39,,,
Switzerland,Super League,2021/2022,22/09/2021,19:30,St. Gallen,Basel,0,2,A,2.51,4.01,2.6,2.7,4.1,2.66,2.51,3.78,2.48,,,
Switzerland,Super League,2021/2022,23/09/2021,19:30,Lugano,Grasshoppers,1,1,D,2.26,3.21,3.58,2.26,3.27,3.8,2.19,3.11,3.47,,,
Switzerland,Super League,2021/2022,23/09/2021,19:30,Sion,Luzern,1,1,D,2.38,3.68,2.93,2.42,3.8,3,2.29,3.61,2.83,,,
Switzerland,Super League,2021/2022,25/09/2021,17:00,Young Boys,St. Gallen,2,1,H,1.18,7.9,15.56,1.33,8.79,17,1.17,7.47,13.6,,,
Switzerland,Super League,2021/2022,25/09/2021,19:30,Servette,Lausanne,1,1,D,1.56,4.65,5.52,1.59,4.65,5.7,1.54,4.39,5.23,,,
Switzerland,Super League,2021/2022,26/09/2021,13:15,Luzern,Lugano,2,3,A,2.32,3.52,3.15,2.35,3.54,3.19,2.27,3.37,3.03,,,
Switzerland,Super League,2021/2022,26/09/2021,15:30,Basel,Zurich,3,1,H,1.79,4.24,4.14,1.81,4.25,4.75,1.74,4.04,4.13,,,
Switzerland,Super League,2021/2022,26/09/2021,15:30,Grasshoppers,Sion,3,1,H,2.05,3.7,3.6,2.1,3.85,3.7,2.01,3.59,3.44,,,
Switzerland,Super League,2021/2022,2/10/2021,17:00,Grasshoppers,St. Gallen,5,2,H,2.31,3.58,3.12,2.45,3.68,3.12,2.27,3.43,3,,,
Switzerland,Super League,2021/2022,2/10/2021,19:30,Lugano,Lausanne,2,0,H,1.83,3.69,4.61,1.95,3.72,4.75,1.81,3.55,4.32,,,
Switzerland,Super League,2021/2022,3/10/2021,13:15,Zurich,Sion,6,2,H,1.64,4.5,4.92,1.8,4.51,4.98,1.64,4.26,4.54,,,
Switzerland,Super League,2021/2022,3/10/2021,15:30,Basel,Luzern,1,1,D,1.48,4.94,6.27,1.53,4.95,6.38,1.48,4.67,5.73,,,
Switzerland,Super League,2021/2022,3/10/2021,15:30,Servette,Young Boys,0,6,A,3.73,3.87,1.97,4,4.11,1.99,3.66,3.81,1.89,,,
Switzerland,Super League,2021/2022,16/10/2021,17:00,Young Boys,Luzern,1,1,D,1.2,7.34,13.75,1.27,7.5,13.76,1.2,6.78,11.74,,,
Switzerland,Super League,2021/2022,16/10/2021,19:30,Zurich,Lugano,1,0,H,2.05,3.42,3.92,2.12,3.72,3.92,2.01,3.39,3.63,,,
Switzerland,Super League,2021/2022,17/10/2021,13:15,Lausanne,Grasshoppers,3,1,H,3.05,3.61,2.33,3.1,3.68,2.42,2.95,3.47,2.27,,,
Switzerland,Super League,2021/2022,17/10/2021,15:30,Sion,Basel,0,1,A,3.84,3.82,1.95,4.2,4.4,1.96,3.72,3.78,1.88,,,
Switzerland,Super League,2021/2022,17/10/2021,15:30,St. Gallen,Servette,2,1,H,2.5,3.77,2.71,2.5,4.01,2.81,2.42,3.68,2.62,,,
Switzerland,Super League,2021/2022,23/10/2021,17:00,Young Boys,Lausanne,3,2,H,1.17,8.24,15.88,1.21,9.4,19,1.14,7.91,15.66,,,
Switzerland,Super League,2021/2022,23/10/2021,19:30,Grasshoppers,Zurich,3,3,D,2.54,3.62,2.75,2.75,3.74,2.78,2.53,3.49,2.6,,,
Switzerland,Super League,2021/2022,24/10/2021,13:15,Luzern,St. Gallen,2,0,H,2.28,3.92,2.94,2.28,3.98,3.1,2.2,3.76,2.91,,,
Switzerland,Super League,2021/2022,24/10/2021,15:30,Basel,Lugano,2,0,H,1.88,3.62,4.39,1.95,4.01,5.54,1.87,3.54,4.03,,,
Switzerland,Super League,2021/2022,24/10/2021,15:30,Servette,Sion,1,2,A,1.52,4.81,5.83,1.65,4.81,6,1.54,4.38,5.35,,,
Switzerland,Super League,2021/2022,30/10/2021,17:00,St. Gallen,Young Boys,3,1,H,5.03,4.46,1.63,5.75,4.75,1.63,5.08,4.48,1.55,,,
Switzerland,Super League,2021/2022,30/10/2021,19:30,Zurich,Basel,3,3,D,2.07,3.98,3.33,2.26,4.05,3.38,2.06,3.8,3.16,,,
Switzerland,Super League,2021/2022,31/10/2021,13:15,Sion,Grasshoppers,1,3,A,2.78,3.59,2.53,2.87,3.74,2.53,2.73,3.48,2.42,,,
Switzerland,Super League,2021/2022,31/10/2021,15:30,Lausanne,Luzern,1,1,D,2.35,3.79,2.91,2.55,3.79,2.95,2.36,3.5,2.8,,,
Switzerland,Super League,2021/2022,31/10/2021,15:30,Lugano,Servette,2,1,H,2.46,3.55,2.9,2.5,3.67,2.94,2.39,3.42,2.8,,,
Switzerland,Super League,2021/2022,6/11/2021,17:00,Grasshoppers,Young Boys,1,1,D,4.16,3.62,1.93,4.57,4.01,1.94,3.94,3.73,1.84,,,
Switzerland,Super League,2021/2022,6/11/2021,19:30,Luzern,Sion,0,1,A,1.72,4.02,4.83,1.82,4.2,4.85,1.71,3.84,4.5,,,
Switzerland,Super League,2021/2022,7/11/2021,13:15,Servette,Zurich,1,2,A,2.06,3.91,3.42,2.2,4.05,3.42,2.04,3.78,3.2,,,
Switzerland,Super League,2021/2022,7/11/2021,15:30,Basel,St. Gallen,0,1,A,1.68,4.37,4.75,1.68,4.5,5.1,1.63,4.23,4.62,,,
Switzerland,Super League,2021/2022,7/11/2021,15:30,Lausanne,Lugano,0,2,A,2.64,3.27,2.84,2.66,3.48,2.87,2.58,3.2,2.73,,,
Switzerland,Super League,2021/2022,20/11/2021,17:00,Sion,Zurich,0,1,A,3.42,3.81,2.09,3.6,3.88,2.13,3.31,3.65,2.04,,,
Switzerland,Super League,2021/2022,21/11/2021,13:15,St. Gallen,Lausanne,0,1,A,1.86,3.93,4.09,1.9,4.09,4.21,1.83,3.78,3.91,,,
Switzerland,Super League,2021/2022,21/11/2021,15:30,Lugano,Luzern,3,1,H,2.59,3.37,2.86,2.6,3.46,3.35,2.48,3.23,2.85,,,
Switzerland,Super League,2021/2022,21/11/2021,15:30,Servette,Grasshoppers,3,2,H,1.93,3.88,3.85,2.1,3.88,3.85,1.96,3.65,3.55,,,
Switzerland,Super League,2021/2022,27/11/2021,17:00,Grasshoppers,Lugano,0,1,A,2.28,3.36,3.37,2.55,3.44,3.42,2.3,3.24,3.11,,,
Switzerland,Super League,2021/2022,27/11/2021,19:30,Sion,St. Gallen,3,1,H,2.91,3.84,2.33,2.92,3.84,2.45,2.77,3.57,2.36,,,
Switzerland,Super League,2021/2022,28/11/2021,13:15,Zurich,Young Boys,1,0,H,3.36,3.87,2.09,3.52,4.1,2.12,3.28,3.79,2.01,,,
Switzerland,Super League,2021/2022,28/11/2021,15:30,Lausanne,Servette,0,3,A,2.6,3.53,2.74,2.95,3.71,2.75,2.54,3.46,2.6,,,
Switzerland,Super League,2021/2022,28/11/2021,15:30,Luzern,Basel,1,3,A,2.5,3.83,2.45,2.85,3.86,2.75,2.56,3.64,2.49,,,
Switzerland,Super League,2021/2022,1/12/2021,19:30,Young Boys,Lugano,3,1,H,1.53,4.36,6.39,1.55,4.5,6.6,1.51,4.29,5.94,,,
Switzerland,Super League,2021/2022,4/12/2021,17:00,Zurich,Luzern,4,0,H,1.87,3.95,4.05,1.88,4.3,4.95,1.81,3.87,3.98,,,
Switzerland,Super League,2021/2022,4/12/2021,19:30,Young Boys,Servette,1,2,A,1.44,4.96,7.04,1.51,5.5,7.2,1.42,4.91,6.49,,,
Switzerland,Super League,2021/2022,5/12/2021,13:15,Basel,Lausanne,1,1,D,1.59,4.42,5.47,1.6,4.75,5.8,1.56,4.35,5.15,,,
Switzerland,Super League,2021/2022,5/12/2021,15:30,Lugano,Sion,2,0,H,1.76,3.71,5.06,1.8,3.85,5.13,1.74,3.61,4.7,,,
Switzerland,Super League,2021/2022,5/12/2021,15:30,St. Gallen,Grasshoppers,0,4,A,2.32,3.81,2.95,2.4,3.82,3,2.31,3.58,2.85,,,
Switzerland,Super League,2021/2022,11/12/2021,17:00,Lausanne,Zurich,1,3,A,2.86,3.55,2.48,3,3.76,2.48,2.82,3.52,2.33,,,
Switzerland,Super League,2021/2022,11/12/2021,19:30,St. Gallen,Lugano,1,1,D,2.63,3.44,2.76,2.69,3.52,2.8,2.58,3.29,2.65,,,
Switzerland,Super League,2021/2022,12/12/2021,13:15,Young Boys,Sion,4,3,H,1.26,6.34,10.76,1.3,6.6,12.04,1.25,6.05,10.19,,,
Switzerland,Super League,2021/2022,12/12/2021,15:30,Grasshoppers,Luzern,1,1,D,2.14,3.59,3.47,2.21,3.76,3.85,2.12,3.52,3.23,,,
Switzerland,Super League,2021/2022,12/12/2021,15:30,Servette,Basel,2,2,D,2.17,4.06,3.06,2.3,4.13,3.11,2.15,3.81,2.94,,,
Switzerland,Super League,2021/2022,15/12/2021,19:30,Young Boys,Basel,1,1,D,1.6,4.53,5.23,1.63,4.79,5.5,1.55,4.52,5.02,,,
Switzerland,Super League,2021/2022,18/12/2021,17:00,Zurich,St. Gallen,3,1,H,1.56,4.5,5.66,1.57,4.84,6,1.51,4.56,5.38,,,
Switzerland,Super League,2021/2022,18/12/2021,19:30,Luzern,Servette,0,2,A,2.54,3.65,2.74,2.67,4,2.74,2.55,3.5,2.58,,,
Switzerland,Super League,2021/2022,19/12/2021,13:15,Lugano,Young Boys,0,5,A,3.96,3.56,2,4.04,3.65,2,3.79,3.45,1.95,,,
Switzerland,Super League,2021/2022,19/12/2021,15:30,Basel,Grasshoppers,2,2,D,1.81,4.16,4.14,1.83,4.26,4.33,1.78,3.97,3.99,,,
Switzerland,Super League,2021/2022,19/12/2021,15:30,Sion,Lausanne,2,0,H,2.61,3.55,2.71,2.7,3.75,2.71,2.57,3.43,2.6,,,
Switzerland,Super League,2021/2022,29/01/2022,17:00,Zurich,Servette,1,0,H,2.17,3.56,3.41,2.23,3.76,3.41,2.15,3.48,3.19,,,
Switzerland,Super League,2021/2022,29/01/2022,19:30,Young Boys,Lugano,1,0,H,1.35,5.41,8.77,1.38,5.5,8.8,1.34,5.12,8.11,,,
Switzerland,Super League,2021/2022,30/01/2022,13:15,Lausanne,St. Gallen,1,5,A,2.36,3.81,2.88,2.57,3.84,2.95,2.38,3.62,2.72,,,
Switzerland,Super League,2021/2022,30/01/2022,15:30,Luzern,Basel,0,3,A,2.99,3.73,2.32,3.15,3.81,2.33,2.94,3.6,2.23,,,
Switzerland,Super League,2021/2022,30/01/2022,15:30,Sion,Grasshoppers,2,0,H,2.38,3.54,3.02,2.88,3.6,3.1,2.36,3.36,2.9,,,
Switzerland,Super League,2021/2022,5/2/2022,17:00,Servette,Lausanne,1,0,H,1.7,3.97,5.08,1.73,4.3,5.5,1.64,3.97,4.94,,,
Switzerland,Super League,2021/2022,5/2/2022,19:30,Grasshoppers,Zurich,1,3,A,3.66,3.68,2.04,4,3.84,2.2,3.6,3.59,1.97,,,
Switzerland,Super League,2021/2022,6/2/2022,13:15,Basel,Sion,3,3,D,1.65,4.25,5.08,1.68,4.5,6,1.62,4.16,4.86,,,
Switzerland,Super League,2021/2022,6/2/2022,15:30,Lugano,Luzern,2,1,H,1.96,3.55,4.12,2,3.7,4.5,1.94,3.4,3.94,,,
Switzerland,Super League,2021/2022,6/2/2022,15:30,St. Gallen,Young Boys,3,3,D,3.46,3.64,2.13,4.3,4,2.25,3.24,3.67,2.09,,,
Switzerland,Super League,2021/2022,12/2/2022,17:00,Lausanne,Grasshoppers,0,2,A,2.8,3.47,2.58,2.95,3.58,2.65,2.73,3.33,2.51,,,
Switzerland,Super League,2021/2022,12/2/2022,19:30,St. Gallen,Servette,5,1,H,2.25,3.77,3.09,2.4,3.77,3.15,2.24,3.55,2.96,,,
Switzerland,Super League,2021/2022,13/02/2022,13:15,Young Boys,Basel,3,1,H,1.55,4.8,5.42,1.61,4.85,5.6,1.53,4.6,5.2,,,
Switzerland,Super League,2021/2022,13/02/2022,15:30,Luzern,Sion,1,0,H,2.16,3.55,3.47,2.16,3.7,3.5,2.1,3.48,3.34,,,
Switzerland,Super League,2021/2022,13/02/2022,15:30,Zurich,Lugano,3,0,H,1.91,3.49,4.43,1.97,3.68,4.51,1.89,3.45,4.13,,,
Switzerland,Super League,2021/2022,19/02/2022,17:00,Lugano,St. Gallen,0,2,A,2.43,3.52,2.97,2.55,3.6,2.97,2.43,3.38,2.8,,,
Switzerland,Super League,2021/2022,19/02/2022,19:30,Basel,Lausanne,3,0,H,1.65,4.15,5.26,1.65,4.8,7.1,1.53,4.35,5.67,,,
Switzerland,Super League,2021/2022,20/02/2022,13:15,Sion,Zurich,1,1,D,3.62,3.8,2.02,3.7,3.85,2.07,3.51,3.59,2,,,
Switzerland,Super League,2021/2022,20/02/2022,15:30,Grasshoppers,Young Boys,2,2,D,4.66,3.8,1.79,4.8,4.04,1.81,4.36,3.77,1.76,,,
Switzerland,Super League,2021/2022,20/02/2022,15:30,Servette,Luzern,1,1,D,1.89,3.89,4,1.96,3.9,4.1,1.87,3.69,3.89,,,
Switzerland,Super League,2021/2022,26/02/2022,17:00,Young Boys,Sion,3,1,H,1.36,5.33,8.53,1.37,5.36,9.75,1.33,5.12,8.33,,,
Switzerland,Super League,2021/2022,26/02/2022,19:30,Lugano,Servette,2,0,H,2.62,3.14,3.01,2.65,3.4,3.1,2.5,3.14,2.9,,,
Switzerland,Super League,2021/2022,27/02/2022,13:15,St. Gallen,Grasshoppers,2,0,H,2.19,3.57,3.38,2.2,3.76,3.41,2.12,3.47,3.28,,,
Switzerland,Super League,2021/2022,27/02/2022,15:30,Lausanne,Luzern,1,2,A,3.1,3.39,2.41,3.1,3.5,2.51,2.91,3.29,2.39,,,
Switzerland,Super League,2021/2022,27/02/2022,15:30,Zurich,Basel,4,2,H,2.32,3.85,2.92,2.35,3.88,3,2.27,3.58,2.91,,,
Switzerland,Super League,2021/2022,1/3/2022,19:30,Servette,Young Boys,1,0,H,3.33,3.6,2.19,3.5,3.87,2.27,3.19,3.59,2.12,,,
Switzerland,Super League,2021/2022,2/3/2022,17:00,Sion,Lausanne,1,0,H,1.94,3.42,4.37,2,3.6,4.37,1.93,3.39,3.97,,,
Switzerland,Super League,2021/2022,2/3/2022,19:30,Luzern,Zurich,0,2,A,2.96,3.52,2.43,3.4,3.75,2.45,2.85,3.54,2.34,,,
Switzerland,Super League,2021/2022,3/3/2022,19:30,Basel,St. Gallen,2,2,D,2.05,3.83,3.51,2.12,4.09,3.7,2,3.76,3.36,,,
Switzerland,Super League,2021/2022,3/3/2022,19:30,Grasshoppers,Lugano,1,2,A,2.58,3.16,3.05,2.65,3.29,3.07,2.53,3.07,2.92,,,
Switzerland,Super League,2021/2022,5/3/2022,17:00,Young Boys,Luzern,2,2,D,1.45,4.8,7.01,1.46,5.2,7.56,1.42,4.78,6.55,,,
Switzerland,Super League,2021/2022,5/3/2022,19:30,Lausanne,Zurich,0,2,A,4.19,3.79,1.88,4.5,4.04,1.9,3.97,3.76,1.82,,,
Switzerland,Super League,2021/2022,6/3/2022,13:15,Lugano,Basel,0,2,A,2.52,3.49,2.85,2.8,3.64,2.88,2.46,3.35,2.78,,,
Switzerland,Super League,2021/2022,6/3/2022,15:30,Grasshoppers,Servette,2,4,A,2.94,3.47,2.47,2.96,3.6,2.7,2.79,3.33,2.48,,,
Switzerland,Super League,2021/2022,6/3/2022,15:30,St. Gallen,Sion,1,1,D,1.6,4.4,5.46,1.68,4.5,5.6,1.59,4.18,5.15,,,
Switzerland,Super League,2021/2022,12/3/2022,17:00,Zurich,St. Gallen,0,3,A,1.97,3.84,3.74,2.01,4.03,3.93,1.93,3.79,3.57,,,
Switzerland,Super League,2021/2022,12/3/2022,19:30,Sion,Lugano,0,3,A,3.03,3.22,2.55,3.05,3.4,2.55,2.94,3.16,2.46,,,
Switzerland,Super League,2021/2022,13/03/2022,13:15,Lausanne,Young Boys,2,2,D,6.73,4.7,1.48,7.1,4.85,1.5,6.34,4.6,1.45,,,
Switzerland,Super League,2021/2022,13/03/2022,15:30,Basel,Servette,2,0,H,2.38,3.75,2.89,2.47,3.92,2.95,2.36,3.6,2.77,,,
Switzerland,Super League,2021/2022,13/03/2022,15:30,Luzern,Grasshoppers,1,0,H,2.15,3.57,3.46,2.3,3.76,3.47,2.15,3.49,3.22,,,
Switzerland,Super League,2021/2022,19/03/2022,17:00,St. Gallen,Luzern,3,2,H,1.97,3.83,3.74,1.97,4.05,4,1.92,3.75,3.63,,,
Switzerland,Super League,2021/2022,19/03/2022,19:30,Young Boys,Zurich,1,2,A,1.61,4.38,5.31,1.7,4.5,5.5,1.59,4.24,4.98,,,
Switzerland,Super League,2021/2022,20/03/2022,13:15,Servette,Sion,2,1,H,1.85,3.97,4.26,1.87,3.97,4.5,1.82,3.72,4.08,,,
Switzerland,Super League,2021/2022,20/03/2022,15:30,Grasshoppers,Basel,2,4,A,3.06,3.5,2.38,3.15,3.77,2.38,3,3.55,2.23,,,
Switzerland,Super League,2021/2022,20/03/2022,15:30,Lugano,Lausanne,3,1,H,1.85,3.36,5.09,1.87,3.8,5.25,1.8,3.35,4.81,,,
Switzerland,Super League,2021/2022,2/4/2022,16:30,Zurich,Grasshoppers,1,1,D,1.68,4.18,4.97,1.73,4.18,4.97,1.69,3.92,4.6,,,
Switzerland,Super League,2021/2022,2/4/2022,19:30,Sion,St. Gallen,0,3,A,3.82,4.09,1.89,3.85,4.1,2.05,3.59,3.76,1.93,,,
Switzerland,Super League,2021/2022,3/4/2022,13:15,Luzern,Lugano,2,2,D,2.37,3.25,3.29,2.45,3.35,3.3,2.36,3.17,3.08,,,
Switzerland,Super League,2021/2022,3/4/2022,15:30,Basel,Young Boys,2,2,D,3.17,3.88,2.17,3.3,4,2.35,3.1,3.66,2.14,,,
Switzerland,Super League,2021/2022,3/4/2022,15:30,Lausanne,Servette,4,1,H,3.77,3.56,2.05,3.9,3.66,2.08,3.61,3.47,2,,,
Switzerland,Super League,2021/2022,9/4/2022,17:00,Young Boys,Lausanne,2,2,D,1.38,5.41,7.83,1.42,6,8.5,1.37,5.24,7.21,,,
Switzerland,Super League,2021/2022,9/4/2022,19:30,Grasshoppers,Luzern,2,2,D,3.13,3.57,2.31,3.25,3.7,2.44,3.05,3.44,2.24,,,
Switzerland,Super League,2021/2022,10/4/2022,13:15,Servette,Zurich,1,0,H,2.32,3.66,3.03,2.7,3.7,3.03,2.37,3.51,2.8,,,
Switzerland,Super League,2021/2022,10/4/2022,15:30,Lugano,Sion,1,3,A,1.7,3.79,5.43,1.8,3.79,5.43,1.7,3.6,5.04,,,
Switzerland,Super League,2021/2022,10/4/2022,15:30,St. Gallen,Basel,2,2,D,1.99,4.19,3.42,2.1,4.19,3.5,2,3.84,3.3,,,
Switzerland,Super League,2021/2022,16/04/2022,16:30,Zurich,Young Boys,2,1,H,2.75,3.63,2.53,2.79,3.75,2.66,2.61,3.48,2.54,,,
Switzerland,Super League,2021/2022,16/04/2022,19:30,Servette,Grasshoppers,0,1,A,1.81,4.08,4.22,1.82,4.27,4.45,1.75,3.98,4.13,,,
Switzerland,Super League,2021/2022,18/04/2022,13:15,Luzern,St. Gallen,3,2,H,2.58,3.78,2.7,2.65,4,2.7,2.5,3.64,2.56,,,
Switzerland,Super League,2021/2022,18/04/2022,15:30,Lausanne,Lugano,4,1,H,2.51,3.24,3.07,2.71,3.55,3.07,2.45,3.32,2.83,,,
Switzerland,Super League,2021/2022,18/04/2022,15:30,Sion,Basel,0,0,D,3.62,3.81,2.02,3.85,3.89,2.04,3.48,3.66,1.99,,,
Switzerland,Super League,2021/2022,23/04/2022,16:30,Zurich,Sion,5,1,H,1.5,4.75,6.16,1.53,4.75,6.5,1.48,4.45,6.04,,,
Switzerland,Super League,2021/2022,23/04/2022,19:30,Young Boys,Servette,3,1,H,1.48,4.94,6.32,1.55,5,6.5,1.48,4.57,5.95,,,
Switzerland,Super League,2021/2022,24/04/2022,13:15,St. Gallen,Lugano,3,0,H,1.89,3.74,4.18,1.92,3.86,4.32,1.84,3.72,4.01,,,
Switzerland,Super League,2021/2022,24/04/2022,15:30,Basel,Luzern,3,0,H,1.93,3.86,3.87,1.98,4,3.98,1.89,3.77,3.69,,,
Switzerland,Super League,2021/2022,24/04/2022,15:30,Grasshoppers,Lausanne,3,1,H,2.14,3.61,3.45,2.16,3.68,3.5,2.11,3.47,3.32,,,
Switzerland,Super League,2021/2022,30/04/2022,17:00,Lugano,Grasshoppers,1,1,D,2.03,3.58,3.81,2.16,3.75,3.81,2.05,3.48,3.48,,,
Switzerland,Super League,2021/2022,30/04/2022,19:30,Servette,St. Gallen,0,2,A,2.48,3.97,2.65,2.55,3.98,2.7,2.42,3.71,2.62,,,
Switzerland,Super League,2021/2022,1/5/2022,13:15,Sion,Young Boys,1,2,A,6.56,4.83,1.47,7,5.1,1.5,6.32,4.67,1.44,,,
Switzerland,Super League,2021/2022,1/5/2022,15:30,Basel,Zurich,0,2,A,2.18,3.88,3.16,2.38,3.94,3.16,2.17,3.74,2.98,,,
Switzerland,Super League,2021/2022,1/5/2022,15:30,Luzern,Lausanne,3,0,H,1.65,4.39,4.95,1.7,4.4,5.25,1.63,4.13,4.81,,,
Switzerland,Super League,2021/2022,7/5/2022,17:00,Lugano,Young Boys,3,1,H,4.27,3.65,1.89,4.75,3.92,1.94,4.02,3.7,1.84,,,
Switzerland,Super League,2021/2022,7/5/2022,19:30,St. Gallen,Zurich,1,2,A,1.91,4.25,3.63,2.15,4.25,3.75,1.93,3.94,3.42,,,
Switzerland,Super League,2021/2022,8/5/2022,13:15,Grasshoppers,Sion,0,1,A,1.97,3.56,4.06,2,3.88,4.1,1.92,3.58,3.78,,,
Switzerland,Super League,2021/2022,8/5/2022,15:30,Lausanne,Basel,0,0,D,4.32,4.02,1.8,4.33,4.2,1.89,4.09,3.92,1.77,,,
Switzerland,Super League,2021/2022,8/5/2022,15:30,Luzern,Servette,4,0,H,1.89,4.12,3.79,2,4.2,4.06,1.86,3.85,3.76,,,
Switzerland,Super League,2021/2022,10/5/2022,19:30,Young Boys,St. Gallen,4,1,H,1.58,4.74,5.2,1.7,4.8,5.2,1.59,4.55,4.69,,,
Switzerland,Super League,2021/2022,11/5/2022,19:30,Servette,Lugano,2,2,D,2.1,3.64,3.55,2.2,3.7,3.55,2.07,3.54,3.34,,,
Switzerland,Super League,2021/2022,11/5/2022,19:30,Sion,Luzern,1,3,A,2.82,3.66,2.47,3.16,3.75,2.51,2.76,3.58,2.37,,,
Switzerland,Super League,2021/2022,12/5/2022,19:30,Basel,Grasshoppers,1,1,D,1.93,3.76,4.02,1.96,4.12,4.2,1.84,3.86,3.83,,,
Switzerland,Super League,2021/2022,12/5/2022,19:30,Zurich,Lausanne,2,2,D,1.71,4.29,4.55,1.74,4.4,4.8,1.66,4.24,4.49,,,
Switzerland,Super League,2021/2022,19/05/2022,19:30,Grasshoppers,St. Gallen,3,2,H,1.83,4.27,3.95,1.9,4.35,3.95,1.8,4.16,3.72,,,
Switzerland,Super League,2021/2022,19/05/2022,19:30,Lausanne,Sion,1,2,A,3.29,3.66,2.19,3.35,3.77,2.3,3.13,3.52,2.17,,,
Switzerland,Super League,2021/2022,19/05/2022,19:30,Lugano,Zurich,2,1,H,2.01,3.97,3.52,2.1,3.97,3.6,2,3.73,3.35,,,
Switzerland,Super League,2021/2022,19/05/2022,19:30,Luzern,Young Boys,2,2,D,2.64,3.8,2.55,2.85,3.85,2.6,2.64,3.58,2.46,,,
Switzerland,Super League,2021/2022,19/05/2022,19:30,Servette,Basel,0,0,D,1.96,3.98,3.65,2.3,4,3.75,2.02,3.79,3.32,,,
Switzerland,Super League,2021/2022,22/05/2022,15:30,Basel,Lugano,2,1,H,1.58,4.92,5,1.62,4.92,5.5,1.56,4.53,4.93,,,
