Brazil,Serie A,2023,23/07/2023,20:00,Santos,Botafogo RJ,2,2,D,2.99,2.97,2.81,3.49,3.08,2.93,2.89,2.92,2.7
Brazil,Serie A,2023,23/07/2023,22:30,Vasco,Athletico-PR,0,2,A,2.87,3.16,2.75,2.89,3.25,2.81,2.75,3.09,2.7
Brazil,Serie A,2023,24/07/2023,23:00,Coritiba,Fluminense,2,0,H,3.4,3.19,2.38,3.82,3.32,2.52,3.28,3.14,2.29
Brazil,Serie A,2023,29/07/2023,20:00,Athletico-PR,Cruzeiro,3,3,D,1.86,3.49,4.87,1.89,3.56,5.12,1.82,3.39,4.6
Brazil,Serie A,2023,29/07/2023,20:00,Fluminense,Santos,1,0,H,1.55,3.98,7.47,1.59,4.23,7.7,1.54,3.88,6.71
Brazil,Serie A,2023,29/07/2023,20:00,Internacional,Cuiaba,1,2,A,1.81,3.44,5.41,1.92,3.68,5.8,1.8,3.29,5.02
Brazil,Serie A,2023,29/07/2023,22:30,Corinthians,Vasco,3,1,H,2.1,3.13,4.32,2.12,3.34,4.79,2.03,3.07,4.12
Brazil,Serie A,2023,29/07/2023,22:30,Fortaleza,Bragantino,0,3,A,2.22,3.35,3.59,2.41,3.45,3.59,2.21,3.25,3.34
Brazil,Serie A,2023,30/07/2023,1:00,Atletico-MG,Flamengo RJ,1,2,A,2.23,3.3,3.62,2.34,3.4,3.8,2.16,3.24,3.46
Brazil,Serie A,2023,30/07/2023,15:00,Sao Paulo,Bahia,0,0,D,1.68,3.68,6.17,1.68,3.95,6.52,1.64,3.65,5.71
Brazil,Serie A,2023,30/07/2023,20:00,America MG,Palmeiras,1,4,A,3.68,3.45,2.14,3.7,3.57,2.29,3.5,3.34,2.11
Brazil,Serie A,2023,30/07/2023,20:00,Botafogo RJ,Coritiba,4,1,H,1.7,3.69,5.79,1.72,3.99,6.8,1.67,3.61,5.51
Brazil,Serie A,2023,30/07/2023,22:30,Goias,Gremio,1,1,D,2.74,3.34,2.75,2.96,3.37,2.85,2.68,3.21,2.68
Brazil,Serie A,2023,5/8/2023,20:00,Santos,Athletico-PR,1,1,D,2.41,3.05,3.52,2.41,3.17,3.82,2.27,3.01,3.47
Brazil,Serie A,2023,5/8/2023,22:30,Goias,Fortaleza,1,0,H,2.73,3.05,3,2.85,3.18,3.05,2.67,3,2.84
Brazil,Serie A,2023,5/8/2023,22:30,Internacional,Corinthians,2,2,D,2.32,2.97,3.83,2.41,3.08,3.83,2.28,2.91,3.61
Brazil,Serie A,2023,6/8/2023,1:00,Fluminense,Palmeiras,2,1,H,2.2,3.25,3.77,2.48,3.36,3.79,2.18,3.21,3.46
Brazil,Serie A,2023,6/8/2023,20:00,Sao Paulo,Atletico-MG,0,2,A,1.99,3.36,4.7,2,3.39,4.8,1.92,3.26,4.35
Brazil,Serie A,2023,6/8/2023,20:00,Vasco,Gremio,1,0,H,2.74,3.11,2.93,2.82,3.3,2.99,2.62,3.11,2.81
Brazil,Serie A,2023,6/8/2023,22:30,Bahia,America MG,3,1,H,1.94,3.68,4.12,1.96,3.76,4.32,1.9,3.58,3.95
Brazil,Serie A,2023,6/8/2023,22:30,Coritiba,Bragantino,0,1,A,3.58,3.33,2.23,3.65,3.45,2.45,3.31,3.23,2.24
Brazil,Serie A,2023,6/8/2023,22:30,Cruzeiro,Botafogo RJ,0,0,D,2.35,3.23,3.41,2.43,3.3,3.5,2.3,3.16,3.25
Brazil,Serie A,2023,7/8/2023,0:00,Cuiaba,Flamengo RJ,3,0,H,2.95,3.08,2.71,3.15,3.2,2.8,2.87,3.06,2.59
